pkid,timestamp,vin,diagnostic_id,snr_read,latitude,longitude
945,2020-03-14 21:52:57,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,1,39.76596,-105.03465
946,2020-03-14 21:53:00,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconLiveRelativeHumidityId,16.625,39.76525,-105.03462
947,2020-03-14 21:53:07,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.76525,-105.03462
948,2020-03-14 21:53:10,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,4.88758e-05,39.76525,-105.03462
949,2020-03-14 21:53:13,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76358,-105.03468
950,2020-03-14 21:53:13,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,1,39.76358,-105.03468
951,2020-03-14 21:53:13,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,0,39.76358,-105.03468
952,2020-03-14 21:53:15,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.76358,-105.03468
953,2020-03-14 21:53:18,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76358,-105.03468
954,2020-03-14 21:53:20,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000339508,39.76358,-105.03468
955,2020-03-14 21:53:23,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76328,-105.03465
956,2020-03-14 21:53:25,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000106812,39.76328,-105.03465
957,2020-03-14 21:53:28,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000576019,39.76289,-105.03468
958,2020-03-14 21:53:28,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,2,39.76289,-105.03468
959,2020-03-14 21:53:28,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,1,39.76289,-105.03468
960,2020-03-14 21:53:31,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76289,-105.03468
961,2020-03-14 21:53:33,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000398636,39.76289,-105.03468
962,2020-03-14 21:53:36,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76289,-105.03468
963,2020-03-14 21:53:36,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,1,39.76289,-105.03468
964,2020-03-14 21:53:36,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,0,39.76289,-105.03468
965,2020-03-14 21:53:38,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000576019,39.76184,-105.03468
966,2020-03-14 21:53:41,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000873566,39.76184,-105.03468
967,2020-03-14 21:53:44,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000812531,39.76184,-105.03468
968,2020-03-14 21:53:46,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000576019,39.76184,-105.03468
969,2020-03-14 21:53:51,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000694275,39.76184,-105.03468
970,2020-03-14 21:53:54,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000576019,39.76041,-105.03465
971,2020-03-14 21:53:56,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.76041,-105.03465
972,2020-03-14 21:53:59,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000930786,39.76041,-105.03465
973,2020-03-14 21:54:02,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.76041,-105.03465
974,2020-03-14 21:54:07,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000812531,39.75946,-105.03465
975,2020-03-14 21:54:07,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,2,39.75946,-105.03465
976,2020-03-14 21:54:07,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,1,39.75946,-105.03465
977,2020-03-14 21:54:09,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00063324,39.75946,-105.03465
978,2020-03-14 21:54:12,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75946,-105.03465
979,2020-03-14 21:54:15,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,4.88758e-05,39.75869,-105.03465
980,2020-03-14 21:54:17,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.75869,-105.03465
981,2020-03-14 21:54:20,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconLiveRelativeHumidityId,16.5,39.75869,-105.03465
982,2020-03-14 21:54:20,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00110626,39.75869,-105.03465
983,2020-03-14 21:54:22,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00105286,39.75869,-105.03465
984,2020-03-14 21:54:25,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75867,-105.03465
985,2020-03-14 21:54:27,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,1,39.75867,-105.03465
986,2020-03-14 21:54:27,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,0,39.75867,-105.03465
987,2020-03-14 21:54:27,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.0011673,39.75867,-105.03465
988,2020-03-14 21:54:33,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75859,-105.03462
989,2020-03-14 21:54:38,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.75859,-105.03462
990,2020-03-14 21:54:40,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.0011673,39.75851,-105.03406
991,2020-03-14 21:54:40,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter10MicronId,2,39.75851,-105.03406
992,2020-03-14 21:54:40,1C4RJFAG1CC223766,DiagnosticBluetoothBeaconParticulateMatter2P5MicronId,1,39.75851,-105.03406
993,2020-03-14 21:54:46,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75851,-105.03296
994,2020-03-14 21:54:48,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000930786,39.75851,-105.03296
995,2020-03-14 21:54:51,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75851,-105.03296
996,2020-03-14 21:54:53,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00153351,39.75851,-105.03296
997,2020-03-14 21:54:56,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000812531,39.75851,-105.03296
998,2020-03-14 21:54:58,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0,39.75851,-105.03296
999,2020-03-14 21:55:01,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.000694275,39.75849,-105.0302
1000,2020-03-14 21:55:04,1C4RJFAG1CC223766,DiagnosticBluetoothNitrogenDioxideConcentrationId,0.00022316,39.75849,-105.0302
